"success","trial_type","trial_index","time_elapsed","internal_node_id","screen_width","screen_height","rt","stimulus","key_press","subj_id","test_part","freq","duration","condition","adjective","trial_num","is_correct"
"","jo-play-tone","22","82261","0.0-22.0","","","","","","_88116858","key_trial","392","250","right","","",""
"","html-keyboard-response","23","83209","0.0-23.0","","","946.3999999761581","<span style='font-size:2vw'>Every sound was enjoyable.<br><br>Do you agree?<br><br>A=YES, L=NO","65","_88116858","resp_trial","","","","enjoyable","1",""
"","html-keyboard-response","24","83711","0.0-24.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","25","86716","0.0-25.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","26","87977","0.0-26.0","","","","","","_88116858","key_trial","261.63","250","right","","",""
"","html-keyboard-response","27","88641","0.0-27.0","","","661.7999999523163","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","76","_88116858","resp_trial","261.63","","right","","1","false"
"","html-keyboard-response","28","89145","0.0-28.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","29","91150","0.0-29.0","","","null","<div><span style=""font-size:2vw"">Every sound is dull.</div>","null","_88116858","fixation","","","","dull","",""
"","jo-play-tone","30","92409","0.0-30.0","","","","","","_88116858","key_trial","830.61","250","wrong","","",""
"","jo-play-tone","31","93675","0.0-31.0","","","","","","_88116858","key_trial","554.37","250","wrong","","",""
"","jo-play-tone","32","94932","0.0-32.0","","","","","","_88116858","key_trial","369.99","250","wrong","","",""
"","html-keyboard-response","33","95292","0.0-33.0","","","358.2999999523163","<span style='font-size:2vw'>Every sound was dull.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_88116858","resp_trial","","","","dull","2",""
"","html-keyboard-response","34","95797","0.0-34.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","35","98800","0.0-35.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","36","100068","0.0-36.0","","","","","","_88116858","key_trial","277.18","250","wrong","","",""
"","html-keyboard-response","37","100322","0.0-37.0","","","252.89999997615814","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_88116858","resp_trial","277.18","","wrong","","2","false"
"","html-keyboard-response","38","100826","0.0-38.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","39","102827","0.0-39.0","","","null","<div><span style=""font-size:2vw"">Every sound is annoying.</div>","null","_88116858","fixation","","","","annoying","",""
"","jo-play-tone","40","104084","0.0-40.0","","","","","","_88116858","key_trial","82.41","250","wrong","","",""
"","jo-play-tone","41","105348","0.0-41.0","","","","","","_88116858","key_trial","185","250","wrong","","",""
"","jo-play-tone","42","106608","0.0-42.0","","","","","","_88116858","key_trial","123.47","250","wrong","","",""
"","html-keyboard-response","43","107136","0.0-43.0","","","526.3999999761581","<span style='font-size:2vw'>Every sound was annoying.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_88116858","resp_trial","","","","annoying","3",""
"","html-keyboard-response","44","107641","0.0-44.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","45","110644","0.0-45.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","46","111911","0.0-46.0","","","","","","_88116858","key_trial","61.74","250","wrong","","",""
"","html-keyboard-response","47","113106","0.0-47.0","","","1194.2999999523163","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_88116858","resp_trial","61.74","","wrong","","3","false"
"","html-keyboard-response","48","113610","0.0-48.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","49","115615","0.0-49.0","","","null","<div><span style=""font-size:2vw"">Every sound is creepy.</div>","null","_88116858","fixation","","","","creepy","",""
"","jo-play-tone","50","116875","0.0-50.0","","","","","","_88116858","key_trial","2637.02","250","right","","",""
"","jo-play-tone","51","118143","0.0-51.0","","","","","","_88116858","key_trial","5919.91","250","right","","",""
"","jo-play-tone","52","119401","0.0-52.0","","","","","","_88116858","key_trial","3951.07","250","right","","",""
"","html-keyboard-response","53","120297","0.0-53.0","","","893.8999999761581","<span style='font-size:2vw'>Every sound was creepy.<br><br>Do you agree?<br><br>A=YES, L=NO","65","_88116858","resp_trial","","","","creepy","4",""
"","html-keyboard-response","54","120800","0.0-54.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","55","123802","0.0-55.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","56","125065","0.0-56.0","","","","","","_88116858","key_trial","2637.02","250","right","","",""
"","html-keyboard-response","57","125441","0.0-57.0","","","374.2999999523163","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_88116858","resp_trial","2637.02","","right","","4","true"
"","html-keyboard-response","58","125945","0.0-58.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","59","127950","0.0-59.0","","","null","<div><span style=""font-size:2vw"">Every sound is creepy.</div>","null","_88116858","fixation","","","","creepy","",""
"","jo-play-tone","60","129210","0.0-60.0","","","","","","_88116858","key_trial","466.16","250","wrong","","",""
"","jo-play-tone","61","130475","0.0-61.0","","","","","","_88116858","key_trial","698.46","250","wrong","","",""
"","jo-play-tone","62","131735","0.0-62.0","","","","","","_88116858","key_trial","311.13","250","wrong","","",""
"","html-keyboard-response","63","132142","0.0-63.0","","","406","<span style='font-size:2vw'>Every sound was creepy.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_88116858","resp_trial","","","","creepy","5",""
"","html-keyboard-response","64","132644","0.0-64.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","65","135647","0.0-65.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","66","136911","0.0-66.0","","","","","","_88116858","key_trial","233.08","250","wrong","","",""
"","html-keyboard-response","67","138393","0.0-67.0","","","1480.6000000238419","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","76","_88116858","resp_trial","233.08","","wrong","","5","true"
"","html-keyboard-response","68","138896","0.0-68.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","69","140900","0.0-69.0","","","null","<div><span style=""font-size:2vw"">Every sound is positive.</div>","null","_88116858","fixation","","","","positive","",""
"","jo-play-tone","70","142164","0.0-70.0","","","","","","_88116858","key_trial","415.3","250","right","","",""
"","jo-play-tone","71","143424","0.0-71.0","","","","","","_88116858","key_trial","622.25","250","right","","",""
"","jo-play-tone","72","144681","0.0-72.0","","","","","","_88116858","key_trial","932.33","250","right","","",""
"","html-keyboard-response","73","145013","0.0-73.0","","","331.2000000476837","<span style='font-size:2vw'>Every sound was positive.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_88116858","resp_trial","","","","positive","6",""
"","html-keyboard-response","74","145520","0.0-74.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","75","148524","0.0-75.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","76","149791","0.0-76.0","","","","","","_88116858","key_trial","932.33","250","right","","",""
"","html-keyboard-response","77","150272","0.0-77.0","","","479.6999999284744","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_88116858","resp_trial","932.33","","right","","6","true"
"","html-keyboard-response","78","150777","0.0-78.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","79","152782","0.0-79.0","","","null","<div><span style=""font-size:2vw"">Every sound is calm.</div>","null","_88116858","fixation","","","","calm","",""
"","jo-play-tone","80","154041","0.0-80.0","","","","","","_88116858","key_trial","116.54","250","avg","","",""
"","jo-play-tone","81","155307","0.0-81.0","","","","","","_88116858","key_trial","261.63","250","avg","","",""
"","jo-play-tone","82","156563","0.0-82.0","","","","","","_88116858","key_trial","174.61","250","avg","","",""
"","html-keyboard-response","83","159947","0.0-83.0","","","3382.399999976158","<span style='font-size:2vw'>Every sound was calm.<br><br>Do you agree?<br><br>A=YES, L=NO","65","_88116858","resp_trial","","","","calm","7",""
"","html-keyboard-response","84","160449","0.0-84.0","","","null","<div style=""font-size:60px;""></div>","null","_88116858","blank","","","","","",""
"","html-keyboard-response","85","163454","0.0-85.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_88116858","fixation","","","","","",""
"","jo-play-tone","86","164718","0.0-86.0","","","","","","_88116858","key_trial","184.26","250","avg","","",""
"","html-keyboard-response","87","165670","0.0-87.0","","","951.1999999284744","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","76","_88116858","resp_trial","184.26","","avg","","7","true"
