"success","trial_type","trial_index","time_elapsed","internal_node_id","screen_width","screen_height","rt","stimulus","key_press","subj_id","test_part","freq","duration","condition","adjective","trial_num","is_correct"
"","jo-play-tone","66","224643","0.0-66.0","","","","","","_10521905","key_trial","368.52","250","avg","","",""
"","html-keyboard-response","67","226288","0.0-67.0","","","1644.1000001430511","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_10521905","resp_trial","368.52","","avg","","5","false"
"","html-keyboard-response","68","226804","0.0-68.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","69","228811","0.0-69.0","","","null","<div><span style=""font-size:2vw"">Every sound is shrill.</div>","null","_10521905","fixation","","","","shrill","",""
"","jo-play-tone","70","230075","0.0-70.0","","","","","","_10521905","key_trial","293.66","250","avg","","",""
"","jo-play-tone","71","231340","0.0-71.0","","","","","","_10521905","key_trial","196","250","avg","","",""
"","jo-play-tone","72","232603","0.0-72.0","","","","","","_10521905","key_trial","440","250","avg","","",""
"","html-keyboard-response","73","233226","0.0-73.0","","","621.5","<span style='font-size:2vw'>Every sound was shrill.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_10521905","resp_trial","","","","shrill","6",""
"","html-keyboard-response","74","233732","0.0-74.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","75","236740","0.0-75.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","76","238010","0.0-76.0","","","","","","_10521905","key_trial","309.8866666666667","250","avg","","",""
"","html-keyboard-response","77","238445","0.0-77.0","","","432.90000009536743","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_10521905","resp_trial","309.8866666666667","","avg","","6","false"
"","html-keyboard-response","78","238962","0.0-78.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","79","240964","0.0-79.0","","","null","<div><span style=""font-size:2vw"">Every sound is shrill.</div>","null","_10521905","fixation","","","","shrill","",""
"","jo-play-tone","80","242227","0.0-80.0","","","","","","_10521905","key_trial","2349.32","250","right","","",""
"","jo-play-tone","81","243490","0.0-81.0","","","","","","_10521905","key_trial","3520","250","right","","",""
"","jo-play-tone","82","244747","0.0-82.0","","","","","","_10521905","key_trial","1567.98","250","right","","",""
"","html-keyboard-response","83","245913","0.0-83.0","","","1164.7999999523163","<span style='font-size:2vw'>Every sound was shrill.<br><br>Do you agree?<br><br>A=YES, L=NO","65","_10521905","resp_trial","","","","shrill","7",""
"","html-keyboard-response","84","246419","0.0-84.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","85","249428","0.0-85.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","86","250699","0.0-86.0","","","","","","_10521905","key_trial","1567.98","250","right","","",""
"","html-keyboard-response","87","251101","0.0-87.0","","","400.19999980926514","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","76","_10521905","resp_trial","1567.98","","right","","7","false"
"","html-keyboard-response","88","251621","0.0-88.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","89","253627","0.0-89.0","","","null","<div><span style=""font-size:2vw"">Every sound is calm.</div>","null","_10521905","fixation","","","","calm","",""
"","jo-play-tone","90","254882","0.0-90.0","","","","","","_10521905","key_trial","3951.07","250","right","","",""
"","jo-play-tone","91","256146","0.0-91.0","","","","","","_10521905","key_trial","2637.02","250","right","","",""
"","jo-play-tone","92","257410","0.0-92.0","","","","","","_10521905","key_trial","5919.91","250","right","","",""
"","html-keyboard-response","93","257912","0.0-93.0","","","501","<span style='font-size:2vw'>Every sound was calm.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_10521905","resp_trial","","","","calm","8",""
"","html-keyboard-response","94","258422","0.0-94.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","95","261427","0.0-95.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","96","262698","0.0-96.0","","","","","","_10521905","key_trial","5919.91","250","right","","",""
"","html-keyboard-response","97","263038","0.0-97.0","","","337.89999985694885","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_10521905","resp_trial","5919.91","","right","","8","true"
"","html-keyboard-response","98","263556","0.0-98.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","99","265562","0.0-99.0","","","null","<div><span style=""font-size:2vw"">Every sound is positive.</div>","null","_10521905","fixation","","","","positive","",""
"","jo-play-tone","100","266820","0.0-100.0","","","","","","_10521905","key_trial","73.42","250","wrong","","",""
"","jo-play-tone","101","268090","0.0-101.0","","","","","","_10521905","key_trial","164.81","250","wrong","","",""
"","jo-play-tone","102","269347","0.0-102.0","","","","","","_10521905","key_trial","110","250","wrong","","",""
"","html-keyboard-response","103","272381","0.0-103.0","","","3032.5999999046326","<span style='font-size:2vw'>Every sound was positive.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_10521905","resp_trial","","","","positive","9",""
"","html-keyboard-response","104","272882","0.0-104.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","105","275891","0.0-105.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","106","277155","0.0-106.0","","","","","","_10521905","key_trial","55","250","wrong","","",""
"","html-keyboard-response","107","277725","0.0-107.0","","","568.2000000476837","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","76","_10521905","resp_trial","55","","wrong","","9","true"
"","html-keyboard-response","108","278236","0.0-108.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","109","280244","0.0-109.0","","","null","<div><span style=""font-size:2vw"">Every sound is unnerving.</div>","null","_10521905","fixation","","","","unnerving","",""
"","jo-play-tone","110","281506","0.0-110.0","","","","","","_10521905","key_trial","103.83","250","right","","",""
"","jo-play-tone","111","282771","0.0-111.0","","","","","","_10521905","key_trial","69.3","250","right","","",""
"","jo-play-tone","112","284034","0.0-112.0","","","","","","_10521905","key_trial","46.25","250","right","","",""
"","html-keyboard-response","113","285662","0.0-113.0","","","1626.4000000953674","<span style='font-size:2vw'>Every sound was unnerving.<br><br>Do you agree?<br><br>A=YES, L=NO","76","_10521905","resp_trial","","","","unnerving","10",""
"","html-keyboard-response","114","286170","0.0-114.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","115","289179","0.0-115.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","116","290443","0.0-116.0","","","","","","_10521905","key_trial","46.25","250","right","","",""
"","html-keyboard-response","117","290756","0.0-117.0","","","311.2000000476837","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_10521905","resp_trial","46.25","","right","","10","true"
"","html-keyboard-response","118","291267","0.0-118.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","119","293275","0.0-119.0","","","null","<div><span style=""font-size:2vw"">Every sound is uplifting.</div>","null","_10521905","fixation","","","","uplifting","",""
"","jo-play-tone","120","294539","0.0-120.0","","","","","","_10521905","key_trial","987.77","250","right","","",""
"","jo-play-tone","121","295803","0.0-121.0","","","","","","_10521905","key_trial","2217.46","250","right","","",""
"","jo-play-tone","122","297059","0.0-122.0","","","","","","_10521905","key_trial","1479.98","250","right","","",""
"","html-keyboard-response","123","297912","0.0-123.0","","","851.5999999046326","<span style='font-size:2vw'>Every sound was uplifting.<br><br>Do you agree?<br><br>A=YES, L=NO","65","_10521905","resp_trial","","","","uplifting","11",""
"","html-keyboard-response","124","298419","0.0-124.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","125","301428","0.0-125.0","","","null","<div><span style=""font-size:2vw"">Memory test:<br>Did you just hear this sound?<p>Get ready...</div>","null","_10521905","fixation","","","","","",""
"","jo-play-tone","126","302699","0.0-126.0","","","","","","_10521905","key_trial","987.77","250","right","","",""
"","html-keyboard-response","127","303194","0.0-127.0","","","493.09999990463257","<span style='font-size:2vw'>Did you just hear this sound?<br><br>A=YES, L=NO","65","_10521905","resp_trial","987.77","","right","","11","true"
"","html-keyboard-response","128","303707","0.0-128.0","","","null","<div style=""font-size:60px;""></div>","null","_10521905","blank","","","","","",""
"","html-keyboard-response","129","305716","0.0-129.0","","","null","<div><span style=""font-size:2vw"">Every sound is positive.</div>","null","_10521905","fixation","","","","positive","",""
